,timestamp,time,build-number,build-tag,log-level,sbf-remote-com-port,vsp-remote-com-port,corrections-remote-com-port,nmea-remote-com-port,sbf-local-com-port,vsp-local-com-port,corrections-local-com-port,vsp-local-tcp-port,corrections-local-udp-port,vsp-enabled,corrections-enabled,sbf-enabled,log-messages,correction-feed-type,multicast-receive-enabled,multicast-receive-port,multicast-receive-addr,multicast-receive-interface,messages-received,raw-logged-bytes,received-telnet-bytes,sent-corr-bytes,sent-corr-packets,sent-telnet-bytes,time-since-gga,time-since-sent,UTC,diff-age,lat,lon,quality,sats,stnRef,hdop,lat-dev,lon-dev,sogk,sogm,cogt
0,1674204924.0439315,2023 01 20 08:55:24.043,1093.0,jenkins-Pythoncrew-1093_release-crew-2020-5_2020-12-14_Ubuntu_18.04_c46076ed4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1674204926.4447117,2023 01 20 08:55:26.444,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1674204926.539806,2023 01 20 08:55:26.539,,,,COM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1674204926.5401907,2023 01 20 08:55:26.540,,,,,COM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1674204926.5404463,2023 01 20 08:55:26.540,,,,,,COM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1674204926.5408108,2023 01 20 08:55:26.540,,,,,,,COM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1674204926.5410671,2023 01 20 08:55:26.541,,,,,,,,/dev/ttyS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1674204926.541318,2023 01 20 08:55:26.541,,,,,,,,,/dev/ttyS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1674204926.5415635,2023 01 20 08:55:26.541,,,,,,,,,,/dev/ttyS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1674204926.5418525,2023 01 20 08:55:26.541,,,,,,,,,,,28784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1674204926.5421295,2023 01 20 08:55:26.542,,,,,,,,,,,,7168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1674204926.5423987,2023 01 20 08:55:26.542,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1674204926.589778,2023 01 20 08:55:26.589,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1674204926.5901651,2023 01 20 08:55:26.590,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1674204926.590448,2023 01 20 08:55:26.590,,,,,,,,,,,,,,,,RawData,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1674204926.5906982,2023 01 20 08:55:26.590,,,,,,,,,,,,,,,,,RTCMv2,,,,,,,,,,,,,,,,,,,,,,,,,
16,1674204926.6069863,2023 01 20 08:55:26.606,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
17,1674204926.6074865,2023 01 20 08:55:26.607,,,,,,,,,,,,,,,,,,,8000.0,,,,,,,,,,,,,,,,,,,,,,,
18,1674204926.6077619,2023 01 20 08:55:26.607,,,,,,,,,,,,,,,,,,,,224.1.2.3,,,,,,,,,,,,,,,,,,,,,,
19,1674204926.6080177,2023 01 20 08:55:26.608,,,,,,,,,,,,,,,,,,,,,127.0.0.1,,,,,,,,,,,,,,,,,,,,,
20,1674204926.7756443,2023 01 20 08:55:26.775,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674204926.7755451,1674204926.7755027,,,,,,,,,,,,,
21,1674204927.839222,2023 01 20 08:55:27.839,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674204927.8391275,1674204927.839101,,,,,,,,,,,,,
22,1674204928.8416843,2023 01 20 08:55:28.841,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674204928.8415806,1674204928.841552,,,,,,,,,,,,,
23,1674204929.8431287,2023 01 20 08:55:29.843,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674204929.843026,1674204929.842998,,,,,,,,,,,,,
24,1674204930.8449943,2023 01 20 08:55:30.844,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674204930.8448975,1674204930.8448713,,,,,,,,,,,,,
25,1674204931.847099,2023 01 20 08:55:31.847,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674204931.8470156,1674204931.8469894,,,,,,,,,,,,,
26,1674204932.849317,2023 01 20 08:55:32.849,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674204932.8491917,1674204932.8491657,,,,,,,,,,,,,
27,1674204933.85223,2023 01 20 08:55:33.852,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674204933.8521426,1674204933.852116,,,,,,,,,,,,,
28,1674204934.8549836,2023 01 20 08:55:34.854,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674204934.8548992,1674204934.854873,,,,,,,,,,,,,
29,1674204935.857184,2023 01 20 08:55:35.857,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674204935.8570845,1674204935.8570566,,,,,,,,,,,,,
30,1674204936.8591847,2023 01 20 08:55:36.859,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674204936.8590806,1674204936.8590517,,,,,,,,,,,,,
31,1674204937.863662,2023 01 20 08:55:37.863,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674204937.863558,1674204937.8635306,,,,,,,,,,,,,
32,1674204938.8651605,2023 01 20 08:55:38.865,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674204938.8650608,1674204938.865033,,,,,,,,,,,,,
33,1674204939.8671231,2023 01 20 08:55:39.867,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674204939.8670192,1674204939.8669915,,,,,,,,,,,,,
34,1674204940.8684428,2023 01 20 08:55:40.868,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674204940.8683405,1674204940.8683128,,,,,,,,,,,,,
35,1674204941.8706532,2023 01 20 08:55:41.870,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674204941.8705473,1674204941.8705196,,,,,,,,,,,,,
36,1674204942.8746674,2023 01 20 08:55:42.874,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674204942.8745627,1674204942.874535,,,,,,,,,,,,,
37,1674204943.8771527,2023 01 20 08:55:43.877,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674204943.8770468,1674204943.8770194,,,,,,,,,,,,,
38,1674204944.879372,2023 01 20 08:55:44.879,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674204944.8792653,1674204944.8792374,,,,,,,,,,,,,
39,1674204945.881546,2023 01 20 08:55:45.881,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674204945.8814454,1674204945.881418,,,,,,,,,,,,,
40,1674204946.8830783,2023 01 20 08:55:46.883,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674204946.882979,1674204946.8829515,,,,,,,,,,,,,
41,1674204947.8869712,2023 01 20 08:55:47.886,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674204947.8867807,1674204947.8867538,,,,,,,,,,,,,
42,1674204948.8891947,2023 01 20 08:55:48.889,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674204948.8890903,1674204948.8890626,,,,,,,,,,,,,
43,1674204949.8910851,2023 01 20 08:55:49.891,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674204949.89098,1674204949.8909526,,,,,,,,,,,,,
44,1674204950.8932974,2023 01 20 08:55:50.893,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674204950.893192,1674204950.8931484,,,,,,,,,,,,,
45,1674204951.037965,2023 01 20 08:55:51.037,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,1674204951.0377822,85551.0,2.8,56.453408333333336,-5.436651833333333,2.0,5.0,136.0,,,,,,
46,1674204952.0373533,2023 01 20 08:55:52.037,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,,1674204952.0372045,85552.0,2.2,56.45340766666666,-5.4366485,2.0,5.0,136.0,3.3,8.217,19.226,0.2,0.0555555555555555,
47,1674204953.0523648,2023 01 20 08:55:53.052,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,0.0,0.0,0.0,0.0,,1674204953.0522184,85553.0,3.2,56.45340733333333,-5.436645333333334,2.0,5.0,136.0,3.3,8.147,19.173,0.5,0.1388888888888889,249.2
48,1674204954.0384595,2023 01 20 08:55:54.038,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,0.0,0.0,0.0,0.0,,1674204954.038309,85554.0,1.8,56.45340816666667,-5.43664,2.0,5.0,136.0,3.3,8.17,19.2,0.3,0.0833333333333333,
49,1674204955.0401132,2023 01 20 08:55:55.040,,,,,,,,,,,,,,,,,,,,,,17.0,0.0,0.0,0.0,0.0,0.0,,1674204955.0399635,85555.0,2.8,56.45340783333333,-5.4366365,2.0,5.0,136.0,3.3,8.209,19.193,0.4,0.1111111111111111,94.7
50,1674204956.0424871,2023 01 20 08:55:56.042,,,,,,,,,,,,,,,,,,,,,,21.0,0.0,0.0,0.0,0.0,0.0,,1674204956.0423367,85556.0,2.2,56.453411333333335,-5.436631833333333,2.0,5.0,136.0,3.3,8.228,19.219,0.1,0.0277777777777777,
51,1674204957.0558324,2023 01 20 08:55:57.055,,,,,,,,,,,,,,,,,,,,,,25.0,0.0,0.0,0.0,0.0,0.0,,1674204957.055683,85557.0,3.3,56.453413,-5.4366255,2.0,7.0,136.0,3.3,8.153,19.172,0.4,0.1111111111111111,74.3
52,1674204958.0399709,2023 01 20 08:55:58.039,,,,,,,,,,,,,,,,,,,,,,29.0,0.0,0.0,0.0,0.0,0.0,,1674204958.0398204,85558.0,2.0,56.45341533333333,-5.436620666666666,2.0,7.0,136.0,1.1,5.287,6.495,0.1,0.0277777777777777,
53,1674204959.0471807,2023 01 20 08:55:59.047,,,,,,,,,,,,,,,,,,,,,,33.0,0.0,0.0,0.0,0.0,0.0,,1674204959.0470288,85559.0,2.4,56.453418,-5.4366185,2.0,7.0,136.0,1.1,5.242,6.482,0.2,0.0555555555555555,
54,1674204961.9047956,2023 01 20 08:56:01.904,,,,,,,,,,,,,,,,,,,,,,36.0,0.0,0.0,0.0,0.0,0.0,2.857680082321167,1674204961.904662,,,,,,,,,,,,,
55,1674204962.9070623,2023 01 20 08:56:02.907,,,,,,,,,,,,,,,,,,,,,,36.0,0.0,0.0,0.0,0.0,0.0,3.859950542449951,1674204962.9069335,,,,,,,,,,,,,
56,1674204963.9093227,2023 01 20 08:56:03.909,,,,,,,,,,,,,,,,,,,,,,36.0,0.0,0.0,0.0,0.0,0.0,4.862210273742676,1674204963.909193,,,,,,,,,,,,,
57,1674204964.6336758,2023 01 20 08:56:04.633,,,,,,,,,,,,,,,,,,,,,,37.0,0.0,0.0,0.0,0.0,0.0,,1674204964.6335225,85600.0,2.3,56.45341733333333,-5.436618666666667,2.0,7.0,136.0,1.1,5.249,6.483,0.3,0.0833333333333333,
58,1674204965.042982,2023 01 20 08:56:05.042,,,,,,,,,,,,,,,,,,,,,,39.0,0.0,0.0,0.0,0.0,0.0,,1674204965.042726,85605.0,3.3,56.453413,-5.436619666666667,2.0,7.0,136.0,1.1,5.249,6.483,1.0,0.2777777777777778,
59,1674204966.0397186,2023 01 20 08:56:06.039,,,,,,,,,,,,,,,,,,,,,,43.0,0.0,0.0,0.0,0.0,0.0,,1674204966.0395682,85606.0,4.3,56.45341283333333,-5.436619333333334,2.0,7.0,136.0,1.1,5.205,6.491,0.5,0.1388888888888889,60.5
60,1674204967.0407295,2023 01 20 08:56:07.040,,,,,,,,,,,,,,,,,,,,,,47.0,0.0,0.0,0.0,0.0,0.0,,1674204967.040579,85607.0,5.3,56.45341233333333,-5.4366208333333335,2.0,7.0,136.0,1.1,5.223,6.499,0.1,0.0277777777777777,
61,1674204968.0378146,2023 01 20 08:56:08.037,,,,,,,,,,,,,,,,,,,,,,51.0,0.0,0.0,0.0,0.0,0.0,,1674204968.0376642,85608.0,6.3,56.453410833333336,-5.436622,2.0,7.0,136.0,1.1,5.242,6.508,0.0,0.0,
62,1674204969.037634,2023 01 20 08:56:09.037,,,,,,,,,,,,,,,,,,,,,,55.0,0.0,0.0,0.0,0.0,0.0,,1674204969.037484,85609.0,7.3,56.453408,-5.436622833333334,2.0,7.0,136.0,1.1,5.264,6.517,0.1,0.0277777777777777,
63,1674204970.0424273,2023 01 20 08:56:10.042,,,,,,,,,,,,,,,,,,,,,,59.0,0.0,0.0,0.0,0.0,0.0,,1674204970.0393882,85610.0,3.7,56.453407,-5.4366225,2.0,7.0,136.0,1.1,5.288,6.589,0.2,0.0555555555555555,
64,1674204971.041544,2023 01 20 08:56:11.041,,,,,,,,,,,,,,,,,,,,,,63.0,0.0,0.0,0.0,0.0,0.0,,1674204971.041396,85611.0,3.6,56.453405,-5.436622666666667,2.0,7.0,136.0,1.1,5.283,6.497,0.1,0.0277777777777777,
65,1674204972.0448062,2023 01 20 08:56:12.044,,,,,,,,,,,,,,,,,,,,,,67.0,0.0,0.0,0.0,0.0,0.0,,1674204972.044657,85612.0,2.3,56.453402,-5.436623333333333,2.0,7.0,136.0,1.1,5.308,6.492,0.1,0.0277777777777777,
66,1674204973.0501552,2023 01 20 08:56:13.050,,,,,,,,,,,,,,,,,,,,,,71.0,0.0,0.0,0.0,0.0,0.0,,1674204973.050005,85613.0,3.3,56.45340066666667,-5.436623833333333,2.0,7.0,136.0,1.1,5.201,6.487,0.2,0.0555555555555555,
67,1674204974.0497622,2023 01 20 08:56:14.049,,,,,,,,,,,,,,,,,,,,,,75.0,0.0,0.0,0.0,0.0,0.0,,1674204974.0495586,85614.0,2.0,56.453400333333335,-5.436623833333333,2.0,7.0,136.0,1.1,5.211,6.494,0.1,0.0277777777777777,
68,1674204975.043851,2023 01 20 08:56:15.043,,,,,,,,,,,,,,,,,,,,,,79.0,0.0,0.0,0.0,0.0,0.0,,1674204975.043702,85615.0,2.4,56.45340516666667,-5.436627666666666,2.0,7.0,136.0,1.1,5.219,6.486,0.1,0.0277777777777777,
69,1674204976.045322,2023 01 20 08:56:16.045,,,,,,,,,,,,,,,,,,,,,,83.0,0.0,0.0,0.0,0.0,0.0,,1674204976.0451715,85616.0,2.3,56.4534075,-5.436629,2.0,7.0,136.0,1.1,5.185,6.409,0.1,0.0277777777777777,
70,1674204977.0593388,2023 01 20 08:56:17.059,,,,,,,,,,,,,,,,,,,,,,87.0,0.0,0.0,0.0,0.0,0.0,,1674204977.0591877,85617.0,3.3,56.4534095,-5.436628333333333,2.0,7.0,136.0,1.1,5.157,6.407,0.1,0.0277777777777777,
71,1674204978.0371287,2023 01 20 08:56:18.037,,,,,,,,,,,,,,,,,,,,,,91.0,0.0,0.0,0.0,0.0,0.0,,1674204978.0369778,85618.0,2.0,56.45340916666667,-5.436625833333333,2.0,7.0,136.0,1.1,5.171,6.415,0.0,0.0,
72,1674204979.036273,2023 01 20 08:56:19.036,,,,,,,,,,,,,,,,,,,,,,95.0,0.0,0.0,0.0,0.0,0.0,,1674204979.0361226,85619.0,2.4,56.45340933333333,-5.436624833333333,2.0,7.0,136.0,1.1,5.172,6.408,0.1,0.0277777777777777,
73,1674204980.0437386,2023 01 20 08:56:20.043,,,,,,,,,,,,,,,,,,,,,,99.0,0.0,0.0,0.0,0.0,0.0,,1674204980.0435886,85620.0,2.3,56.45340933333333,-5.436624,2.0,7.0,136.0,1.1,5.183,6.41,0.0,0.0,
74,1674204982.0371327,2023 01 20 08:56:22.037,,,,,,,,,,,,,,,,,,,,,,106.0,0.0,0.0,0.0,0.0,0.0,,1674204982.0368395,85622.0,2.0,56.45340783333333,-5.436622166666667,2.0,7.0,136.0,1.1,5.168,6.414,0.1,0.0277777777777777,
75,1674204983.04262,2023 01 20 08:56:23.042,,,,,,,,,,,,,,,,,,,,,,110.0,0.0,0.0,0.0,0.0,0.0,,1674204983.0424166,85623.0,2.4,56.4534075,-5.436622333333333,2.0,7.0,136.0,1.1,5.176,6.41,0.2,0.0555555555555555,
76,1674204984.0396924,2023 01 20 08:56:24.039,,,,,,,,,,,,,,,,,,,,,,114.0,0.0,0.0,0.0,0.0,0.0,,1674204984.039543,85624.0,2.3,56.453407,-5.436622666666667,2.0,7.0,136.0,1.1,5.184,6.41,0.0,0.0,
77,1674204985.038433,2023 01 20 08:56:25.038,,,,,,,,,,,,,,,,,,,,,,118.0,0.0,0.0,0.0,0.0,0.0,,1674204985.0382838,85625.0,3.3,56.453407166666665,-5.4366225,2.0,7.0,136.0,1.1,5.159,6.41,0.0,0.0,
78,1674204987.0374715,2023 01 20 08:56:27.037,,,,,,,,,,,,,,,,,,,,,,124.0,0.0,0.0,0.0,0.0,0.0,,1674204987.0372689,85627.0,2.4,56.45340883333333,-5.436622333333333,2.0,7.0,136.0,1.1,5.17,6.408,0.1,0.0277777777777777,
79,1674204988.0398147,2023 01 20 08:56:28.039,,,,,,,,,,,,,,,,,,,,,,128.0,0.0,0.0,0.0,0.0,0.0,,1674204988.0396657,85628.0,2.3,56.453409666666666,-5.436622,2.0,7.0,136.0,1.1,5.186,6.412,0.1,0.0277777777777777,
80,1674204989.0422096,2023 01 20 08:56:29.042,,,,,,,,,,,,,,,,,,,,,,132.0,0.0,0.0,0.0,0.0,0.0,,1674204989.042061,85629.0,3.3,56.453410833333336,-5.436622,2.0,7.0,136.0,1.1,5.158,6.41,0.0,0.0,
81,1674204990.0389388,2023 01 20 08:56:30.038,,,,,,,,,,,,,,,,,,,,,,136.0,0.0,0.0,0.0,0.0,0.0,,1674204990.038702,85630.0,2.0,56.45341066666667,-5.436622,2.0,7.0,136.0,1.1,5.172,6.417,0.0,0.0,
82,1674204991.0370595,2023 01 20 08:56:31.037,,,,,,,,,,,,,,,,,,,,,,140.0,0.0,0.0,0.0,0.0,0.0,,1674204991.0369122,85631.0,2.4,56.45341016666666,-5.4366216666666665,2.0,7.0,136.0,1.1,5.171,6.409,0.1,0.0277777777777777,
83,1674204992.0410743,2023 01 20 08:56:32.041,,,,,,,,,,,,,,,,,,,,,,144.0,0.0,0.0,0.0,0.0,0.0,,1674204992.0409248,85632.0,2.3,56.45340916666667,-5.436621833333334,2.0,7.0,136.0,1.1,5.183,6.411,0.1,0.0277777777777777,
84,1674204993.0421631,2023 01 20 08:56:33.042,,,,,,,,,,,,,,,,,,,,,,148.0,0.0,0.0,0.0,0.0,0.0,,1674204993.0420094,85633.0,3.3,56.45340983333333,-5.4366215,2.0,7.0,136.0,1.1,5.158,6.409,0.1,0.0277777777777777,
85,1674204994.046596,2023 01 20 08:56:34.046,,,,,,,,,,,,,,,,,,,,,,152.0,0.0,0.0,0.0,0.0,0.0,,1674204994.0464473,85634.0,2.0,56.453409666666666,-5.436621833333334,2.0,7.0,136.0,1.1,5.169,6.417,0.1,0.0277777777777777,
86,1674204995.0438464,2023 01 20 08:56:35.043,,,,,,,,,,,,,,,,,,,,,,156.0,0.0,0.0,0.0,0.0,0.0,,1674204995.0436969,85635.0,2.4,56.4534085,-5.436622833333334,2.0,7.0,136.0,1.1,5.17,6.409,0.1,0.0277777777777777,
87,1674204996.0599747,2023 01 20 08:56:36.059,,,,,,,,,,,,,,,,,,,,,,160.0,0.0,0.0,0.0,0.0,0.0,,1674204996.0598264,85636.0,2.3,56.453409,-5.436624,2.0,7.0,136.0,1.1,5.18,6.411,0.0,0.0,
88,1674204997.0435448,2023 01 20 08:56:37.043,,,,,,,,,,,,,,,,,,,,,,164.0,0.0,0.0,0.0,0.0,0.0,,1674204997.043396,85637.0,3.3,56.4534105,-5.4366243333333335,2.0,7.0,136.0,1.1,5.157,6.41,0.1,0.0277777777777777,
89,1674204998.043249,2023 01 20 08:56:38.043,,,,,,,,,,,,,,,,,,,,,,167.0,0.0,0.0,0.0,0.0,0.0,,1674204998.043101,85638.0,2.0,56.453411333333335,-5.436623833333333,2.0,7.0,136.0,1.1,5.169,6.417,0.1,0.0277777777777777,
90,1674204999.044737,2023 01 20 08:56:39.044,,,,,,,,,,,,,,,,,,,,,,170.0,0.0,0.0,0.0,0.0,0.0,,1674204999.044588,85639.0,2.4,56.45341116666667,-5.436623166666666,2.0,7.0,136.0,1.1,5.169,6.417,0.0,0.0,
91,1674205000.0388987,2023 01 20 08:56:40.038,,,,,,,,,,,,,,,,,,,,,,174.0,0.0,0.0,0.0,0.0,0.0,,1674205000.038634,85640.0,2.3,56.4534115,-5.4366215,2.0,7.0,136.0,1.1,5.182,6.412,0.1,0.0277777777777777,
92,1674205001.0407848,2023 01 20 08:56:41.040,,,,,,,,,,,,,,,,,,,,,,177.0,0.0,0.0,0.0,0.0,0.0,,1674205001.0406363,85641.0,3.3,56.45341016666666,-5.4366205,2.0,7.0,136.0,1.1,5.156,6.409,0.1,0.0277777777777777,
93,1674205003.0360928,2023 01 20 08:56:43.036,,,,,,,,,,,,,,,,,,,,,,184.0,0.0,0.0,0.0,0.0,0.0,,1674205003.035946,85643.0,2.4,56.453409,-5.436620166666667,2.0,7.0,136.0,1.1,5.169,6.411,0.1,0.0277777777777777,
94,1674205004.0411694,2023 01 20 08:56:44.041,,,,,,,,,,,,,,,,,,,,,,188.0,0.0,0.0,0.0,0.0,0.0,,1674205004.0410223,85644.0,2.3,56.45341033333333,-5.4366215,2.0,7.0,136.0,1.1,5.186,6.415,0.1,0.0277777777777777,
95,1674205006.0341606,2023 01 20 08:56:46.034,,,,,,,,,,,,,,,,,,,,,,193.0,0.0,0.0,0.0,0.0,0.0,,1674205006.034013,85646.0,2.0,56.45340983333333,-5.436624833333333,2.0,7.0,136.0,1.1,5.164,6.417,0.1,0.0277777777777777,
96,1674205007.0441775,2023 01 20 08:56:47.044,,,,,,,,,,,,,,,,,,,,,,196.0,0.0,0.0,0.0,0.0,0.0,,1674205007.044031,85647.0,2.4,56.45341016666666,-5.436625333333334,2.0,7.0,136.0,1.1,5.171,6.412,0.1,0.0277777777777777,
97,1674205008.0384119,2023 01 20 08:56:48.038,,,,,,,,,,,,,,,,,,,,,,199.0,0.0,0.0,0.0,0.0,0.0,,1674205008.0382552,85648.0,2.3,56.45340766666666,-5.436625,2.0,7.0,136.0,1.1,5.183,6.414,0.1,0.0277777777777777,
98,1674205009.034373,2023 01 20 08:56:49.034,,,,,,,,,,,,,,,,,,,,,,202.0,0.0,0.0,0.0,0.0,0.0,,1674205009.034225,85649.0,3.3,56.45340633333333,-5.436625,2.0,7.0,136.0,1.1,5.156,6.411,0.1,0.0277777777777777,
99,1674205010.045754,2023 01 20 08:56:50.045,,,,,,,,,,,,,,,,,,,,,,206.0,0.0,0.0,0.0,0.0,0.0,,1674205010.045607,85650.0,2.0,56.45340516666667,-5.436626,2.0,7.0,136.0,1.1,5.167,6.418,0.1,0.0277777777777777,
100,1674205011.0342607,2023 01 20 08:56:51.034,,,,,,,,,,,,,,,,,,,,,,210.0,0.0,0.0,0.0,0.0,0.0,,1674205011.0341136,85651.0,2.4,56.453406,-5.436626,2.0,7.0,136.0,1.1,5.251,6.449,0.2,0.0555555555555555,
101,1674205012.035717,2023 01 20 08:56:52.035,,,,,,,,,,,,,,,,,,,,,,214.0,0.0,0.0,0.0,0.0,0.0,,1674205012.035567,85652.0,2.3,56.4534075,-5.436624833333333,2.0,7.0,136.0,1.1,5.182,6.414,0.1,0.0277777777777777,
102,1674205013.0400188,2023 01 20 08:56:53.040,,,,,,,,,,,,,,,,,,,,,,217.0,0.0,0.0,0.0,0.0,0.0,,1674205013.0398188,85653.0,3.3,56.4534075,-5.436624666666667,2.0,7.0,136.0,1.1,5.154,6.411,0.1,0.0277777777777777,
103,1674205014.0349839,2023 01 20 08:56:54.034,,,,,,,,,,,,,,,,,,,,,,220.0,0.0,0.0,0.0,0.0,0.0,,1674205014.0347354,85654.0,2.0,56.453408333333336,-5.4366245,2.0,7.0,136.0,1.1,5.168,6.42,0.0,0.0,
104,1674205016.0400496,2023 01 20 08:56:56.040,,,,,,,,,,,,,,,,,,,,,,225.0,0.0,0.0,0.0,0.0,0.0,,1674205016.039902,85656.0,2.3,56.45340883333333,-5.436625666666667,2.0,7.0,136.0,1.1,5.185,6.416,0.1,0.0277777777777777,
105,1674205017.03665,2023 01 20 08:56:57.036,,,,,,,,,,,,,,,,,,,,,,228.0,0.0,0.0,0.0,0.0,0.0,,1674205017.0365012,85657.0,3.3,56.453408333333336,-5.436626833333333,2.0,7.0,136.0,1.1,5.161,6.415,0.1,0.0277777777777777,
106,1674205018.03853,2023 01 20 08:56:58.038,,,,,,,,,,,,,,,,,,,,,,232.0,0.0,0.0,0.0,0.0,0.0,,1674205018.0383809,85658.0,2.0,56.45340883333333,-5.436626666666666,2.0,7.0,136.0,1.1,5.187,6.432,0.1,0.0277777777777777,
107,1674205019.0399199,2023 01 20 08:56:59.039,,,,,,,,,,,,,,,,,,,,,,236.0,0.0,0.0,0.0,0.0,0.0,,1674205019.0397694,85659.0,2.4,56.4534075,-5.436625666666667,2.0,7.0,136.0,1.1,5.17,6.414,0.1,0.0277777777777777,
108,1674205020.0368729,2023 01 20 08:57:00.036,,,,,,,,,,,,,,,,,,,,,,240.0,0.0,0.0,0.0,0.0,0.0,,1674205020.0367224,85700.0,2.3,56.45340866666667,-5.436622666666667,2.0,7.0,136.0,1.1,5.246,6.444,0.2,0.0555555555555555,
109,1674205021.0343127,2023 01 20 08:57:01.034,,,,,,,,,,,,,,,,,,,,,,243.0,0.0,0.0,0.0,0.0,0.0,,1674205021.034166,85701.0,3.3,56.453408,-5.436618166666666,2.0,7.0,136.0,1.1,5.246,6.444,0.2,0.0555555555555555,
110,1674205022.0401225,2023 01 20 08:57:02.040,,,,,,,,,,,,,,,,,,,,,,246.0,0.0,0.0,0.0,0.0,0.0,,1674205022.0399733,85702.0,2.0,56.4534085,-5.436615166666667,2.0,7.0,136.0,1.1,5.246,6.444,0.1,0.0277777777777777,
111,1674205023.0377743,2023 01 20 08:57:03.037,,,,,,,,,,,,,,,,,,,,,,249.0,0.0,0.0,0.0,0.0,0.0,,1674205023.037624,85703.0,2.4,56.45340933333333,-5.4366135,2.0,7.0,136.0,1.1,5.168,6.413,0.1,0.0277777777777777,
112,1674205024.0339863,2023 01 20 08:57:04.033,,,,,,,,,,,,,,,,,,,,,,253.0,0.0,0.0,0.0,0.0,0.0,,1674205024.0338373,85704.0,2.3,56.45340983333333,-5.436614166666667,2.0,7.0,136.0,1.1,5.184,6.418,0.2,0.0555555555555555,
113,1674205025.0456655,2023 01 20 08:57:05.045,,,,,,,,,,,,,,,,,,,,,,257.0,0.0,0.0,0.0,0.0,0.0,,1674205025.0455172,85705.0,3.3,56.45340983333333,-5.436616,2.0,7.0,136.0,1.1,5.163,6.416,0.1,0.0277777777777777,
